0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.388888888888888812e-02,1.388888888888888812e-02,1.388888888888888812e-02,1.388888888888888812e-02,3.611111111111111049e-01,0.000000000000000000e+00,5.833333333333333703e-01
3.472222222222222099e-01,1.388888888888888812e-02,4.583333333333333148e-01,0.000000000000000000e+00,5.555555555555555247e-02,1.388888888888888812e-02,9.722222222222222376e-02,1.388888888888888812e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.305555555555555802e-01,4.166666666666666435e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.388888888888888812e-02,1.388888888888888812e-02,0.000000000000000000e+00
1.388888888888888812e-02,9.583333333333333703e-01,1.388888888888888812e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.388888888888888812e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.666666666666666574e-01,1.388888888888888812e-02,2.361111111111111049e-01,5.555555555555555247e-02,2.083333333333333426e-01,0.000000000000000000e+00,3.055555555555555802e-01,1.388888888888888812e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.305555555555555802e-01,1.388888888888888812e-02,2.777777777777777624e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.388888888888888812e-02,1.388888888888888812e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.333333333333332871e-02,0.000000000000000000e+00,3.333333333333333148e-01,4.166666666666666435e-02,5.000000000000000000e-01,0.000000000000000000e+00,2.777777777777777624e-02,1.388888888888888812e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.777777777777777624e-02,1.388888888888888812e-02,9.722222222222222376e-02,1.388888888888888812e-02,5.555555555555555247e-02,0.000000000000000000e+00,7.777777777777777901e-01,1.388888888888888812e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.777777777777777624e-02,1.388888888888888812e-02,0.000000000000000000e+00,8.611111111111111605e-01,0.000000000000000000e+00,9.722222222222222376e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.777777777777777624e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.166666666666666297e-01,0.000000000000000000e+00,5.555555555555555247e-02
